datetime,final_score,wealth,pct_starved,population,bushels,acres,last_turn,total_deaths,total_harvested,total_rats_eaten,total_starved,total_infants,total_lost_to_plague,total_land_purchases,total_land_sales
2024-03-10 08:57:23.219021,3,26.804878048780488,3,41,11,1099,11,35,31,263,34,75,95,315,216
2024-03-10 08:59:19.291766,3,41.096774193548384,3,31,0,1274,11,33,32,236,32,109,141,377,103
2024-03-10 09:01:15.600769,3,25.5,3,46,9,1173,11,25,31,259,24,108,133,245,72
2024-03-10 09:03:09.927094,3,14.71264367816092,3,87,18,1280,11,29,37,241,28,110,90,325,45
2024-03-10 09:05:02.179375,3,18.857142857142858,3,77,15,1452,11,29,39,203,28,111,101,517,65
2024-03-10 09:07:01.006519,3,16.116666666666667,3,60,0,967,11,32,25,233,31,91,95,146,179
2024-03-10 09:08:56.980266,3,14.62962962962963,3,81,4,1185,11,28,35,246,27,139,126,238,53
2024-03-10 09:10:50.883782,3,20.970149253731343,3,67,11,1405,11,30,33,218,29,108,107,494,89
2024-03-10 09:12:47.675200,3,33.486486486486484,3,37,8,1239,11,27,35,223,26,158,190,401,162
2024-03-10 09:14:40.395552,3,30.6,3,45,0,1377,11,23,37,232,22,100,128,404,27
2024-03-10 09:16:38.944496,3,33.43589743589744,3,39,5,1304,11,33,38,231,32,112,136,417,113
2024-03-10 09:18:35.325740,3,25.08,3,50,17,1254,11,27,33,217,26,121,140,430,176
2024-03-10 09:20:35.814702,3,27.829268292682926,3,41,4,1141,11,28,32,239,27,113,140,324,183
2024-03-10 09:22:30.293272,3,18.205128205128204,3,78,12,1420,11,36,37,213,35,82,64,503,83
2024-03-10 09:24:32.830342,3,20.07843137254902,3,51,4,1024,11,29,27,233,28,89,105,217,193
2024-03-10 09:26:27.698850,3,17.870967741935484,3,62,8,1108,11,39,30,240,38,68,63,308,200
2024-03-10 09:28:25.945612,3,22.196428571428573,3,56,15,1243,11,33,31,244,32,100,107,312,69
2024-03-10 09:30:22.585632,3,13.414634146341463,3,82,15,1100,11,31,29,251,30,68,51,271,171
2024-03-10 09:32:20.585374,3,56.57142857142857,3,21,10,1188,11,28,31,241,27,121,168,334,146
2024-03-10 09:34:16.874311,3,12.182795698924732,3,93,13,1133,11,26,31,211,25,145,122,224,91
2024-03-10 09:36:15.736913,2,9.017699115044248,3,113,13,1019,11,39,28,219,38,56,0,216,197
2024-03-10 09:38:10.482039,3,17.3768115942029,3,69,6,1199,11,27,34,227,26,121,121,292,93
2024-03-10 09:40:12.873592,3,14.272727272727273,3,77,11,1099,11,21,30,221,20,162,160,178,79
2024-03-10 09:42:15.840114,1,8.24742268041237,3,97,20,800,11,33,21,211,32,87,53,114,314
2024-03-10 09:44:14.730109,3,21.729166666666668,3,48,15,1043,11,35,31,214,34,92,105,253,210
2024-03-10 09:46:13.584861,3,18.54385964912281,3,57,13,1057,11,39,30,242,38,58,58,198,141
2024-03-10 09:48:08.078610,3,17.68888888888889,3,90,1,1592,11,35,40,220,34,81,52,662,70
2024-03-10 09:50:05.566850,3,16.352941176470587,3,68,2,1112,11,20,30,222,19,148,156,213,101
2024-03-10 09:52:02.177232,3,18.23611111111111,3,72,0,1313,11,39,31,229,38,78,63,427,114
2024-03-10 09:53:58.528513,3,12.845454545454546,3,110,0,1413,11,31,37,235,30,95,50,453,40
2024-03-10 09:55:54.995461,3,22.220338983050848,3,59,9,1311,11,31,33,240,30,86,92,408,97
2024-03-10 09:57:50.950615,3,18.82857142857143,3,70,10,1318,11,30,32,205,29,123,119,420,102
2024-03-10 09:59:46.933624,3,30.08,3,50,13,1504,11,31,40,216,30,120,135,569,65
2024-03-10 10:01:45.911496,3,14.642857142857142,3,70,4,1025,11,36,29,283,35,69,59,297,272
2024-03-10 10:03:42.274057,3,14.240506329113924,3,79,21,1125,11,33,33,231,32,107,91,215,90
2024-03-10 10:05:35.702322,3,14.24742268041237,3,97,0,1382,11,25,41,227,24,132,106,422,40
2024-03-10 10:07:34.175828,3,25.92156862745098,3,51,14,1322,11,32,34,228,31,93,106,511,189
2024-03-10 10:09:34.682753,3,29.473684210526315,3,38,11,1120,11,32,29,237,31,107,133,241,121
2024-03-10 10:11:29.520908,3,12.719298245614034,3,114,22,1450,11,34,38,209,33,106,54,571,121
2024-03-10 10:13:18.400140,3,13.014705882352942,3,136,20,1770,11,41,41,231,40,81,0,770,0
2024-03-10 10:15:18.974729,3,13.72289156626506,3,83,10,1139,11,34,28,213,33,78,57,298,159
2024-03-10 10:17:15.854386,3,14.642857142857142,3,84,7,1230,11,35,36,242,34,79,56,367,137
2024-03-10 10:19:12.237949,3,54.95652173913044,3,23,2,1264,11,26,34,229,25,74,121,397,133
2024-03-10 10:21:08.149942,3,12.137254901960784,3,102,15,1238,11,26,34,231,25,128,96,322,84
2024-03-10 10:23:08.552257,3,26.973684210526315,3,38,4,1025,11,28,30,218,27,106,136,216,191
2024-03-10 10:25:07.392106,3,11.393258426966293,3,89,4,1014,11,28,26,232,27,71,50,179,165
2024-03-10 10:27:03.918225,3,14.46236559139785,3,93,0,1345,11,32,31,240,31,91,62,492,147
2024-03-10 10:28:55.727656,3,17.723684210526315,3,76,10,1347,11,29,39,239,28,111,102,405,58
2024-03-10 10:30:51.961744,3,15.542857142857143,3,70,1,1088,11,23,28,230,22,122,125,138,50
2024-03-10 10:32:50.311774,3,13.046511627906977,3,86,4,1122,11,28,30,222,27,105,87,265,143
2024-03-10 10:34:48.687304,3,13.82716049382716,3,81,16,1120,11,32,30,245,31,69,52,208,88
2024-03-10 10:36:53.183493,3,10.358695652173912,3,92,16,953,11,27,23,224,26,77,54,112,159
2024-03-10 10:38:51.498104,3,27.72222222222222,3,36,20,998,11,25,30,207,24,119,154,145,147
2024-03-10 10:40:43.757097,3,21.916666666666668,3,60,2,1315,11,27,37,227,26,86,95,331,16
2024-03-10 10:42:37.588292,3,42.19444444444444,3,36,20,1519,11,28,40,222,27,110,142,569,50
2024-03-10 10:44:34.108869,3,14.325842696629213,3,89,1,1275,11,35,34,266,34,87,59,457,182
2024-03-10 10:46:32.587581,3,12.415730337078651,3,89,17,1105,11,33,27,233,32,85,59,283,178
2024-03-10 10:48:29.464286,3,13.445945945945946,3,74,4,995,11,35,28,225,34,67,54,241,246
2024-03-10 10:50:30.566130,2,9.19047619047619,3,105,25,965,11,40,26,242,39,49,0,258,293
2024-03-10 10:52:26.928470,3,14.45,3,100,12,1445,11,25,42,228,24,149,120,524,79
2024-03-10 10:54:21.937543,3,10.11111111111111,3,126,2,1274,11,40,34,228,39,70,0,426,152
2024-03-10 10:56:15.638445,3,16.875,3,72,2,1215,11,22,32,239,21,181,183,263,48
2024-03-10 10:58:12.181935,3,15.379310344827585,3,87,0,1338,11,37,34,250,36,91,63,516,178
2024-03-10 11:00:13.090495,3,12.19718309859155,3,71,6,866,11,32,23,244,31,60,53,148,282
2024-03-10 11:02:11.532583,3,14.415584415584416,3,77,2,1110,11,29,30,219,28,127,117,236,126
2024-03-10 11:04:07.971185,3,38.91891891891892,3,37,0,1440,11,32,35,226,31,131,158,479,39
2024-03-10 11:06:04.530363,3,14.705882352941176,3,85,7,1250,11,37,32,240,36,82,56,386,136
2024-03-10 11:07:59.482521,3,11.110169491525424,3,118,17,1311,11,37,35,229,36,59,0,429,118
2024-03-10 11:10:02.406417,3,11.516129032258064,3,93,0,1071,11,30,26,251,29,83,56,268,197
2024-03-10 11:11:58.319570,3,26.5,3,46,1,1219,11,26,34,221,25,107,131,294,75
2024-03-10 11:13:50.796818,3,28.036363636363635,3,55,21,1542,11,36,39,208,35,114,119,619,77
2024-03-10 11:15:45.195512,3,22.47457627118644,3,59,8,1326,11,33,39,238,32,96,100,378,52
2024-03-10 11:17:41.989397,3,13.164383561643836,3,73,8,961,11,36,29,222,35,68,55,148,187
2024-03-10 11:19:40.479950,3,22.403225806451612,3,62,16,1389,11,30,39,243,29,127,131,500,111
2024-03-10 11:21:40.864577,3,10.580645161290322,3,93,16,984,11,28,24,236,27,75,50,156,172
2024-03-10 11:23:41.252075,3,12.422680412371134,3,97,6,1205,11,28,28,241,27,126,97,369,164
2024-03-10 11:25:39.199337,3,24.369565217391305,3,46,15,1121,11,23,33,234,22,119,146,286,165
2024-03-10 11:27:35.522647,3,40.16129032258065,3,31,4,1245,11,30,31,217,29,88,123,346,101
2024-03-10 11:29:31.811988,3,33.666666666666664,3,39,10,1313,11,27,37,230,26,106,136,387,74
2024-03-10 11:31:28.289354,3,24.54385964912281,3,57,9,1399,11,33,34,217,32,110,116,515,116
2024-03-10 11:33:18.942474,3,14.818181818181818,3,99,10,1467,11,28,39,212,27,80,49,475,8
2024-03-10 11:35:17.753441,3,17.46551724137931,3,58,7,1013,11,36,29,202,35,51,53,232,219
2024-03-10 11:37:16.181587,3,19.808823529411764,3,68,19,1347,11,30,32,243,29,104,102,445,98
2024-03-10 11:39:10.352008,3,19.983606557377048,3,61,14,1219,11,21,34,228,20,110,124,269,50
2024-03-10 11:41:08.814642,3,26.714285714285715,3,49,13,1309,11,32,34,222,31,89,104,402,93
2024-03-10 11:43:07.239115,2,9.234234234234235,3,111,24,1025,11,34,29,230,33,105,56,161,136
2024-03-10 11:45:01.209801,3,33.5,3,46,13,1541,11,33,41,241,32,131,148,605,64
2024-03-10 11:46:57.453501,3,25.976190476190474,3,42,15,1091,11,25,27,234,24,95,124,200,109
2024-03-10 11:48:52.439254,3,23.646153846153847,3,65,9,1537,11,41,37,213,40,76,66,613,76
2024-03-10 11:50:50.843889,3,12.224489795918368,3,98,6,1198,11,31,31,219,30,83,50,303,105
2024-03-10 11:52:51.279290,3,11.481927710843374,3,83,12,953,11,26,24,228,25,107,94,131,178
2024-03-10 11:54:44.227827,3,10.620437956204379,3,137,18,1455,11,41,39,218,40,82,0,550,95
2024-03-10 11:56:40.686501,3,14.305882352941177,3,85,15,1216,11,33,30,216,32,77,55,329,113
2024-03-10 11:58:43.105314,3,29.529411764705884,3,34,7,1004,11,21,26,229,20,104,145,172,168
2024-03-10 12:00:41.876558,3,25.789473684210527,3,38,3,980,11,27,27,212,26,119,150,194,214
2024-03-10 12:02:37.828528,3,37.75,3,36,4,1359,11,31,33,204,30,107,136,493,134
2024-03-10 12:04:34.429502,3,19.25925925925926,3,81,12,1560,11,39,39,213,38,92,68,647,87
2024-03-10 12:06:32.347518,3,15.409638554216867,3,83,5,1279,11,31,37,223,30,129,111,382,103
2024-03-10 12:08:28.706854,3,21.566666666666666,3,60,0,1294,11,39,34,233,38,61,58,438,144
2024-03-10 12:10:27.120767,3,25.020833333333332,3,48,17,1201,11,35,31,233,34,90,103,336,135
2024-03-10 12:12:25.958679,3,13.346666666666666,3,75,20,1001,11,27,28,210,26,58,52,178,177
2024-03-10 12:14:22.203160,3,24.32608695652174,3,46,10,1119,11,24,27,210,23,134,160,227,108
2024-03-10 12:16:16.077649,3,15.939759036144578,3,83,6,1323,11,30,33,236,29,121,104,372,49
2024-03-10 12:18:10.596824,3,19.974358974358974,3,78,17,1558,11,36,39,225,35,84,66,660,102
2024-03-10 12:20:04.410251,3,20.964285714285715,3,56,7,1174,11,28,32,219,27,89,101,277,103
2024-03-10 12:21:58.396953,3,42.416666666666664,3,36,2,1527,11,32,42,215,31,99,127,567,40
2024-03-10 12:23:54.702197,3,24.166666666666668,3,48,4,1160,11,23,32,235,22,124,149,263,103
2024-03-10 12:25:53.592033,3,11.650485436893204,3,103,4,1200,11,29,29,266,28,123,87,380,180
2024-03-10 12:27:47.953165,3,17.8,3,70,9,1246,11,31,32,240,30,106,101,375,129
2024-03-10 12:29:43.917644,3,13.46,3,100,7,1346,11,31,36,225,30,133,98,500,154
2024-03-10 12:31:40.224709,3,36.96666666666667,3,30,11,1109,11,25,29,247,24,141,182,277,168
2024-03-10 12:33:34.644540,3,13.692307692307692,3,104,18,1424,11,32,39,232,31,92,52,475,51
2024-03-10 12:35:33.018534,3,12.621052631578948,3,95,9,1199,11,30,33,244,29,118,89,257,58
2024-03-10 12:37:33.579853,3,13.134146341463415,3,82,8,1077,11,35,31,256,34,82,61,200,123
2024-03-10 12:39:29.908606,3,13.911111111111111,3,90,1,1252,11,29,33,205,28,122,99,360,108
2024-03-10 12:41:24.711302,2,9.054263565891473,3,129,1,1168,11,39,35,219,38,72,0,262,94
2024-03-10 12:43:19.071870,3,13.215686274509803,3,102,5,1348,11,33,38,218,32,95,56,396,48
2024-03-10 12:45:14.024378,3,25.703125,3,64,5,1645,11,39,42,225,38,71,64,722,77
2024-03-10 12:47:08.415993,3,14.780219780219781,3,91,9,1345,11,33,34,238,32,128,100,428,83
2024-03-10 12:49:04.947769,3,39.666666666666664,3,33,6,1309,11,34,33,221,33,67,96,410,101
2024-03-10 12:51:05.404015,3,11.233333333333333,3,90,0,1011,11,29,24,241,28,74,51,213,202
2024-03-10 12:52:59.845978,3,15.391752577319588,3,97,4,1493,11,31,38,223,30,121,89,547,54
2024-03-10 12:54:58.347889,3,12.524271844660195,3,103,4,1290,11,28,33,210,27,123,88,400,110
2024-03-10 12:56:54.785962,3,34.63157894736842,3,38,0,1316,11,31,34,225,30,111,138,399,83
2024-03-10 12:58:53.681647,3,12.821428571428571,3,84,4,1077,11,33,29,207,32,76,55,232,155
2024-03-10 13:00:52.500335,3,12.424657534246576,3,73,13,907,11,31,28,219,30,107,99,108,201
2024-03-10 13:02:44.309022,3,55.21739130434783,3,23,6,1270,11,26,31,223,25,103,150,295,25
2024-03-10 13:04:42.700303,3,16.958904109589042,3,73,12,1238,11,27,32,258,26,97,93,412,174
2024-03-10 13:06:39.110321,3,12.008771929824562,3,114,4,1369,11,31,37,229,30,104,55,532,163
2024-03-10 13:08:34.898203,3,15.541666666666666,3,72,7,1119,11,21,31,219,20,136,139,179,60
2024-03-10 13:10:29.116727,3,26.711111111111112,3,45,1,1202,11,21,33,208,20,128,158,244,42
2024-03-10 13:12:29.511427,3,28.46153846153846,3,39,18,1110,11,26,29,215,25,92,123,231,121
2024-03-10 13:14:23.991257,3,18.5625,3,80,4,1485,11,37,38,206,36,80,59,536,51
2024-03-10 13:16:18.524320,3,20.10126582278481,3,79,4,1588,11,40,38,215,39,93,70,689,101
2024-03-10 13:18:14.962485,3,12.395833333333334,3,96,7,1190,11,35,29,212,34,90,55,328,138
2024-03-10 13:20:09.288624,3,27.11111111111111,3,45,0,1220,11,29,34,260,28,121,143,308,88
2024-03-10 13:22:09.702809,3,14.092105263157896,3,76,8,1071,11,25,29,243,24,101,96,237,166
2024-03-10 13:24:08.031003,3,11.311926605504587,3,109,9,1233,11,27,36,228,26,124,84,319,86
2024-03-10 13:26:03.970406,3,18.444444444444443,3,72,3,1328,11,27,35,231,26,128,125,464,136
2024-03-10 13:27:54.612182,3,30.45098039215686,3,51,9,1553,11,28,40,223,27,125,142,606,53
2024-03-10 13:29:52.928686,3,17.87323943661972,3,71,2,1269,11,24,36,237,23,118,119,316,47
2024-03-10 13:31:47.334970,3,27.354166666666668,3,48,15,1313,11,31,38,221,30,86,103,381,68
2024-03-10 13:33:41.646643,3,13.27,3,100,8,1327,11,27,38,231,26,126,95,387,60
2024-03-10 13:35:44.247578,3,10.448979591836734,3,98,7,1024,11,34,26,208,33,95,59,343,319
2024-03-10 13:37:42.701438,3,11.197916666666666,3,96,10,1075,11,30,32,230,29,85,55,223,148
2024-03-10 13:39:43.715839,3,12.63768115942029,3,69,8,872,11,38,25,253,37,73,62,167,295
2024-03-10 13:41:34.372265,3,12.5,3,100,20,1250,11,35,35,227,34,93,54,269,19
2024-03-10 13:43:34.949398,3,13.5,3,78,0,1053,11,38,30,233,37,79,59,157,104
2024-03-10 13:45:33.357417,3,19.67924528301887,3,53,15,1043,11,33,29,213,32,95,105,224,181
2024-03-10 13:47:31.292611,3,37.3125,3,32,11,1194,11,28,32,208,27,99,135,269,75
2024-03-10 13:49:32.171772,3,12.92,3,75,18,969,11,26,29,206,25,89,84,174,205
2024-03-10 13:51:26.547161,3,31.897435897435898,3,39,18,1244,11,35,35,236,34,77,99,324,80
2024-03-10 13:53:21.299637,3,12.239583333333334,3,96,6,1175,11,32,32,218,31,85,53,328,153
2024-03-10 13:55:13.961862,3,10.100840336134453,3,119,2,1202,11,31,31,212,30,104,50,285,83
2024-03-10 13:57:14.485416,3,18.0,3,61,14,1098,11,32,25,239,31,91,94,245,147
2024-03-10 13:59:12.891242,3,21.563636363636363,3,55,15,1186,11,28,33,227,27,88,101,340,154
2024-03-10 14:01:13.328906,3,22.98076923076923,3,52,15,1195,11,29,28,210,28,75,90,307,112
2024-03-10 14:03:09.773514,3,13.44,3,100,0,1344,11,33,34,247,32,91,54,468,124
2024-03-10 14:05:03.984234,3,18.594594594594593,3,74,17,1376,11,22,41,209,21,139,139,383,7
2024-03-10 14:07:06.457819,3,22.5,3,46,9,1035,11,26,26,221,25,74,98,172,137
2024-03-10 14:09:04.860612,3,14.891891891891891,3,74,24,1102,11,30,29,234,29,95,87,248,146
2024-03-10 14:11:04.856925,3,13.283783783783784,3,74,0,983,11,27,25,227,26,101,96,110,127
2024-03-10 14:13:05.177773,3,13.202380952380953,3,84,1,1109,11,28,29,208,27,67,51,196,87
2024-03-10 14:14:56.993985,3,18.307692307692307,3,65,3,1190,11,27,38,237,26,150,154,272,82
2024-03-10 14:16:49.739615,3,13.094117647058823,3,85,24,1113,11,34,34,232,33,77,54,248,135
2024-03-10 14:18:47.823831,3,23.6984126984127,3,63,10,1493,11,33,38,237,32,108,108,607,114
2024-03-10 14:20:46.554972,3,42.592592592592595,3,27,1,1150,11,24,32,221,23,107,152,208,58
2024-03-10 14:22:41.518539,2,9.736434108527131,3,129,21,1256,11,40,36,221,39,73,0,352,96
2024-03-10 14:24:37.863880,3,22.98,3,50,10,1149,11,30,31,218,29,90,106,232,83
2024-03-10 14:26:35.884844,3,22.830188679245282,3,53,4,1210,11,26,33,211,25,137,154,306,96
2024-03-10 14:28:32.510280,3,21.10810810810811,3,74,8,1562,11,38,39,217,37,79,63,666,104
2024-03-10 14:30:27.246145,3,13.696629213483146,3,89,12,1219,11,28,36,217,27,73,52,291,72
2024-03-10 14:32:19.532416,3,13.553398058252426,3,103,11,1396,11,32,39,246,31,95,56,447,51
2024-03-10 14:34:17.587696,3,37.17948717948718,3,39,12,1450,11,30,37,203,29,123,150,589,139
2024-03-10 14:36:16.139704,3,14.378378378378379,3,74,8,1064,11,34,29,218,33,71,59,200,136
2024-03-10 14:38:12.052337,3,21.90625,3,64,9,1402,11,27,39,208,26,144,149,500,98
2024-03-10 14:40:08.144914,3,24.05263157894737,3,57,21,1371,11,36,34,234,35,99,102,491,120
2024-03-10 14:42:08.495246,3,15.17142857142857,3,70,8,1062,11,25,30,215,24,83,84,198,136
2024-03-10 14:44:05.021161,3,35.1764705882353,3,34,18,1196,11,36,34,222,35,69,95,427,231
2024-03-10 14:46:03.137732,3,19.194444444444443,3,72,10,1382,11,33,35,233,32,116,107,530,148
2024-03-10 14:47:57.702715,3,21.037037037037038,3,54,14,1136,11,25,33,213,24,124,141,236,100
2024-03-10 14:49:52.165954,3,40.333333333333336,3,39,12,1573,11,34,40,202,33,74,97,601,28
2024-03-10 14:51:47.988744,3,14.651685393258427,3,89,6,1304,11,24,43,228,23,150,133,350,46
2024-03-10 14:53:44.223790,3,18.796610169491526,3,59,4,1109,11,24,30,265,23,76,89,189,80
2024-03-10 14:55:42.615141,3,12.877777777777778,3,90,11,1159,11,32,30,219,31,82,56,247,88
2024-03-10 14:57:43.177984,3,14.930555555555555,3,72,22,1075,11,34,29,231,33,66,56,185,110
2024-03-10 14:59:38.191228,3,11.991666666666667,3,120,20,1439,11,40,36,215,39,64,0,554,115
2024-03-10 15:01:37.196022,1,8.846153846153847,3,117,10,1035,11,40,30,245,39,61,0,287,252
2024-03-10 15:03:29.522510,3,15.346153846153847,3,104,9,1596,11,33,44,242,32,97,56,649,53
2024-03-10 15:05:28.386587,3,17.677419354838708,3,62,6,1096,11,31,29,245,30,92,95,271,175
2024-03-10 15:07:24.728578,3,13.170731707317072,3,82,12,1080,11,27,29,222,26,112,99,240,160
2024-03-10 15:09:23.690979,3,10.642201834862385,3,109,10,1160,11,40,33,219,39,53,0,362,202
2024-03-10 15:11:18.472008,3,18.69090909090909,3,55,1,1028,11,35,29,251,34,87,93,233,205
2024-03-10 15:13:10.817914,3,13.247787610619469,3,113,2,1497,11,35,39,238,34,105,53,540,43
2024-03-10 15:15:05.120275,3,33.7,3,40,13,1348,11,29,34,210,28,150,177,420,72
2024-03-10 15:16:59.252729,3,16.12676056338028,3,71,7,1145,11,22,33,225,21,149,152,199,54
2024-03-10 15:18:55.629136,3,24.11764705882353,3,51,4,1230,11,28,33,237,27,83,100,376,146
2024-03-10 15:20:50.567036,2,9.065693430656934,3,137,26,1242,11,42,33,218,41,83,0,378,136
2024-03-10 15:22:49.030287,3,26.525,3,40,13,1061,11,31,30,217,30,110,135,138,77
2024-03-10 15:24:44.054163,2,9.793388429752065,3,121,1,1185,11,40,32,218,39,65,0,426,241
2024-03-10 15:26:40.314262,3,13.24,3,100,2,1324,11,27,36,224,26,125,94,345,21
2024-03-10 15:28:40.753634,3,25.857142857142858,3,42,12,1086,11,29,29,235,28,122,147,187,101
2024-03-10 15:30:34.789764,3,18.779411764705884,3,68,3,1277,11,35,33,232,34,97,90,365,88
2024-03-10 15:32:35.155837,3,12.811764705882354,3,85,0,1089,11,26,32,233,25,93,78,151,62
2024-03-10 15:34:31.393784,3,13.78888888888889,3,90,20,1241,11,21,31,221,20,211,196,356,115
2024-03-10 15:36:30.343690,3,16.919354838709676,3,62,8,1049,11,38,29,230,37,57,53,288,239
2024-03-10 15:38:26.751883,3,32.97435897435897,3,39,14,1286,11,27,38,276,26,108,138,368,82
2024-03-10 15:40:25.093106,3,10.153061224489797,3,98,7,995,11,30,28,222,29,84,52,144,149
2024-03-10 15:42:25.463244,3,10.833333333333334,3,90,8,975,11,26,24,202,25,140,120,196,221
2024-03-10 15:44:24.037308,3,13.742574257425742,3,101,0,1388,11,34,36,273,33,98,59,500,112
2024-03-10 15:46:18.336603,3,10.605042016806722,3,119,15,1262,11,31,38,218,30,109,55,338,76
2024-03-10 15:48:12.781551,3,15.53763440860215,3,93,4,1445,11,34,37,213,33,88,57,575,130
2024-03-10 15:50:09.141648,3,14.532608695652174,3,92,21,1337,11,28,38,223,27,128,104,428,91
2024-03-10 15:52:02.922288,3,37.2972972972973,3,37,8,1380,11,27,40,246,26,135,167,397,17
2024-03-10 15:53:59.441610,3,25.66,3,50,0,1283,11,33,33,232,32,90,103,440,157
2024-03-10 15:55:58.226646,3,11.939024390243903,3,82,18,979,11,27,28,227,26,98,85,141,162
2024-03-10 15:57:52.590439,3,25.627118644067796,3,59,0,1512,11,29,38,214,28,139,147,623,111
2024-03-10 15:59:49.565697,3,16.873015873015873,3,63,9,1063,11,39,32,219,38,70,64,266,203
2024-03-10 16:01:44.045570,3,31.666666666666668,3,42,6,1330,11,36,34,248,35,84,102,442,112
2024-03-10 16:03:42.456421,3,14.686567164179104,3,67,11,984,11,31,27,245,30,100,98,156,172
2024-03-10 16:05:42.904588,3,16.328767123287673,3,73,8,1192,11,26,34,233,25,128,125,297,105
2024-03-10 16:07:41.689620,3,28.894736842105264,3,38,16,1098,11,26,31,239,25,89,121,177,79
2024-03-10 16:09:36.410901,3,16.056338028169016,3,71,10,1140,11,31,34,240,30,94,88,308,168
2024-03-10 16:11:30.795562,3,14.97938144329897,3,97,0,1453,11,33,41,238,32,127,93,478,25
2024-03-10 16:13:25.107753,3,27.403846153846153,3,52,15,1425,11,34,36,212,33,102,112,448,23
2024-03-10 16:15:21.446719,3,16.012820512820515,3,78,0,1249,11,29,35,237,28,99,88,332,83
2024-03-10 16:17:23.936157,3,12.571428571428571,3,77,17,968,11,28,25,214,27,61,52,148,180
2024-03-10 16:19:18.652925,3,11.375,3,96,0,1092,11,28,34,219,27,114,86,277,185
2024-03-10 16:21:13.621875,2,9.775193798449612,3,129,4,1261,11,40,35,220,39,73,0,341,80
2024-03-10 16:23:13.780320,3,22.6875,3,48,20,1089,11,36,29,219,35,91,103,290,201
2024-03-10 16:25:10.160965,3,16.04054054054054,3,74,24,1187,11,31,32,234,30,106,97,267,80
2024-03-10 16:27:00.996550,3,12.36936936936937,3,111,13,1373,11,40,36,244,39,55,0,440,67
2024-03-10 16:28:59.356605,3,10.686868686868687,3,99,2,1058,11,29,29,217,28,89,57,172,114
2024-03-10 16:30:58.177526,3,18.19672131147541,3,61,23,1110,11,30,32,240,29,84,89,280,170
2024-03-10 16:32:56.551474,3,13.0,3,88,20,1144,11,27,31,214,26,112,93,252,108
2024-03-10 16:34:53.016685,3,33.69444444444444,3,36,6,1213,11,29,35,235,28,98,129,331,118
2024-03-10 16:36:53.874194,3,12.036585365853659,3,82,18,987,11,24,27,223,23,95,85,142,155
2024-03-10 16:38:50.287970,3,19.380281690140844,3,71,3,1376,11,29,32,227,28,136,132,509,133
2024-03-10 16:40:42.883739,3,23.914893617021278,3,47,14,1124,11,26,33,223,25,96,119,173,49
2024-03-10 16:42:39.372965,3,16.264367816091955,3,87,4,1415,11,34,38,214,33,84,59,481,66
2024-03-10 16:44:36.895885,3,23.87037037037037,3,54,5,1289,11,27,33,245,26,126,141,443,154
2024-03-10 16:46:31.205446,3,15.697368421052632,3,76,9,1193,11,29,33,207,28,99,90,291,98
2024-03-10 16:48:25.718266,3,19.388235294117646,3,85,1,1648,11,40,37,229,39,99,70,706,58
2024-03-10 16:50:22.023753,3,12.45054945054945,3,91,23,1133,11,27,34,222,26,72,50,214,81
2024-03-10 16:52:16.236716,3,41.21212121212121,3,33,9,1360,11,26,39,224,25,134,171,390,30
2024-03-10 16:54:10.449725,3,23.09090909090909,3,55,12,1270,11,25,36,206,24,114,130,328,58
2024-03-10 16:56:06.919933,3,16.28767123287671,3,73,16,1189,11,36,31,250,35,67,54,335,146
2024-03-10 16:58:03.316479,3,17.873417721518987,3,79,15,1412,11,29,37,226,28,153,141,494,82
2024-03-10 16:59:59.908358,3,16.493506493506494,3,77,1,1270,11,38,33,233,37,84,65,434,164
2024-03-10 17:01:56.808154,3,16.74576271186441,3,59,0,988,11,40,30,227,39,62,59,199,211
2024-03-10 17:03:55.190967,3,13.03448275862069,3,87,1,1134,11,29,31,223,28,107,87,289,155
2024-03-10 17:05:51.431767,3,19.983870967741936,3,62,24,1239,11,25,33,211,24,127,136,281,42
2024-03-10 17:07:49.714412,3,21.083333333333332,3,48,1,1012,11,22,30,245,21,138,164,160,148
2024-03-10 17:09:48.125640,3,16.96,3,75,12,1272,11,26,30,247,25,90,85,446,174
2024-03-10 17:11:44.400445,3,13.415730337078651,3,89,11,1194,11,26,31,241,25,115,96,281,87
2024-03-10 17:13:43.196148,3,18.980392156862745,3,51,16,968,11,33,25,229,32,71,83,166,198
2024-03-10 17:15:41.617236,3,48.92,3,25,18,1223,11,31,33,230,30,91,131,381,158
2024-03-10 17:17:43.955195,3,12.178571428571429,3,84,12,1023,11,26,28,207,25,103,89,156,133
2024-03-10 17:19:42.514528,3,12.445544554455445,3,101,1,1257,11,33,33,239,32,99,61,439,182
2024-03-10 17:21:39.000348,3,24.64814814814815,3,54,5,1331,11,33,34,269,32,118,127,402,71
2024-03-10 17:23:37.373589,3,13.202380952380953,3,84,9,1109,11,29,28,216,28,116,99,237,128
2024-03-10 17:25:34.386771,3,11.433333333333334,3,120,6,1372,11,41,37,217,40,65,0,520,148
2024-03-10 17:27:28.245720,3,24.677966101694917,3,59,10,1456,11,31,40,226,30,104,110,464,8
2024-03-10 17:29:24.729132,3,33.0,3,44,11,1452,11,31,38,210,30,109,130,603,151
2024-03-10 17:31:17.612196,2,9.864,3,125,8,1233,11,40,36,221,39,69,0,417,184
